name	dons	clicks	imps	amazon%	cc%	paypal%	don/Kimps	$/Kimps	amount	amount20/Kimps	avg20	mean	median	max	mode
jimmy	46	90	112700	NA	0.471	NA	0.408	9.19	1035.69	5.31	13.019	22.515	12.83	128.34	10
top.gold	140	240	114900	NA	0.47	NA	1.218	16.43	1887.97	13.85	11.368	13.486	10	64.17	5
