name	dons	clicks	imps	amazon%	cc%	paypal%	don/Kimps	$/Kimps	amount	amount20/Kimps	avg20	mean	median	max	mode
Jimmy	187	438	815456	NA	0.36	NA	0.229	4.61	3762.96	2.85	12.411	20.123	10	250	10
Kaldari	158	394	834519	NA	0.358	NA	0.189	4.41	3683.57	2.59	13.684	23.314	13.5	239.33	10
