name	dons	clicks	imps	amazon%	cc%	paypal%	don/Kimps	$/Kimps	amount	amount20/Kimps	avg20	mean	median	max	mode
Blue.banner	333	773	171400	NA	0.423	NA	1.943	44.26	7585.92	24.79	12.76	22.781	12.56	1883.25	1000
White.banner.with.personal.appeal.from.Jimmy	78	221	168700	NA	0.375	NA	0.462	11.67	1968.73	7.17	15.512	25.24	12.56	125.55	1000
