"test_id","value","campaign","screenshot","extra_screenshot_1","extra_screenshot_2","testname"
"B13_1023_dr","Capitalized",NA,"http://wikitoy.s3.amazonaws.com/screenshots/B13_1023_drC_dr_enYY.png",NA,NA,"B13_1023_dr"
"B13_1023_dr","Lowercase",NA,"http://wikitoy.s3.amazonaws.com/screenshots/B13_1023_drL_dr_enYY.png",NA,NA,"B13_1023_dr"
