"test_id","value","campaign","screenshot","extra.screenshot.1","extra.screenshot.2","testname"
"1371510372","Three","C13_wpdr_enWW_FR","http://i.imgur.com/YneLppq.png",NA,NA,"1371510372ask"
"1371510372","Three","C13_wpdr_enWW_FR","http://i.imgur.com/fsI9Y7r.png",NA,NA,"1371510372ask"
"1371510372","Coffee","C13_wpdr_enWW_FR","http://i.imgur.com/RPax1Gh.png",NA,NA,"1371510372ask"
"1371510372","Coffee","C13_wpdr_enWW_FR","http://i.imgur.com/VY6a4fM.png",NA,NA,"1371510372ask"
