name	dons	clicks	imps	amazon%	cc%	paypal%	don/Kimps	$/Kimps	amount	amount20/Kimps	avg20	mean	median	max	mode
Blue	5167	7246	6204700	0.681	0.618	NA	0.833	11.73	72783.11	8.53	10.244	14.086	10	250	5
Green	5586	8016	6242400	0.669	0.606	NA	0.895	12.71	79346.54	9.12	10.187	14.205	10	500	5
