"test_id","var","multiple","country","language","winner","loser","bestguess","p","lowerbound","upperbound","totalimpressions","totaldonations","time","type","testname","dollarimprovement","dollarlower","dollarupper","dollarimprovementpct","dollarlowerpct","dollarupperpct","campaign"
"1379090660","color","0","US","en","Green","Blue",7.46,2e-04,4.89,10,12447100,10753,1353001200,"banner","1379090660color",0.000981,0.000207,0.00175,8.36,1.76,15,NA
