"test_id","var","multiple","country","language","winner","loser","bestguess","p","lowerbound","upperbound","totalimpressions","totaldonations","time","type","testname","dollarimprovement","dollarlower","dollarupper","dollarimprovementpct","dollarlowerpct","dollarupperpct","campaign"
"1378999577","banner","1","US","en","iwa","iwf",4730,4e-21,4100,5360,658400,102,1340979120,"banner","1378999577banner",0.00531,0.00377,0.00686,5730,4060,7400,NA
