name	dons	clicks	imps	amazon%	cc%	paypal%	don/Kimps	$/Kimps	amount	amount20/Kimps	avg20	mean	median	max	mode
bark.arms	137	203	466694	NA	0.586	NA	0.294	7.14	3332	4.65	15.854	24.321	20	100	10
Just.white	71	113	467264	NA	0.471	NA	0.152	3.09	1444	2.43	15.972	20.338	20	50	10
