"test_id","value","campaign","screenshot","extra_screenshot_1","extra_screenshot_2","testname"
"B13_120602_qtn","Control",NA,"http://wikitoy.s3.amazonaws.com/screenshots/B13_120602_qtnCnt_enYY.png",NA,NA,"B13_120602_qtn"
"B13_120602_qtn","How.much.did.you.learn.from.Wikipedia.this.year?",NA,"http://wikitoy.s3.amazonaws.com/screenshots/B13_120602_qtnQtn_enYY.png",NA,NA,"B13_120602_qtn"
