name	dons	clicks	imps	amazon%	cc%	paypal%	don/Kimps	$/Kimps	amount	amount20/Kimps	avg20	mean	median	max	mode
blue	453	630	1521200	NA	0.646	NA	0.298	5.7	8675.99	3.85	12.945	19.152	10	250	5
grey	405	543	1522200	NA	0.662	NA	0.266	5.42	8249	3.46	12.998	20.368	10	250	5
