name	dons	clicks	imps	amazon%	cc%	paypal%	don/Kimps	$/Kimps	amount	amount20/Kimps	avg20	mean	median	max	mode
artistic	420	776	7383973	NA	0.487	NA	0.057	1.19	8800.5	0.79	13.942	20.954	20	250	20
spare	367	688	7366143	NA	0.457	NA	0.05	1.1	8128.75	0.71	14.261	22.149	20	250	20
