"test_id","value","campaign","screenshot","extra_screenshot_1","extra_screenshot_2","testname"
"B13_121316_nowN","$3",NA,"http://i.imgur.com/oZOCOqF.png",NA,NA,"B13_121316_nowN"
"B13_121316_nowN","$3.right.now",NA,"http://i.imgur.com/HYgPU94.png",NA,NA,"B13_121316_nowN"
