"test_id","value","campaign","screenshot","extra.screenshot.1","extra.screenshot.2","testname"
"1379339753","no.quote",NA,"http://i.imgur.com/U3pTvaJ.png",NA,NA,"1379339753quote"
"1379339753","quote",NA,"http://i.imgur.com/HyR1AhW.png",NA,NA,"1379339753quote"
