name	dons	clicks	imps	amazon%	cc%	paypal%	don/Kimps	$/Kimps	amount	amount20/Kimps	avg20	mean	median	max	mode
no.quote	800	1194	633200	0.718	0.511	NA	1.263	21.42	13566.22	14.72	11.651	16.958	10	266.05	5
quote	853	1295	639800	0.56	0.59	NA	1.333	24	15353.59	15.97	11.975	18	10	320.18	5
