name	dons	clicks	imps	amazon%	cc%	paypal%	don/Kimps	$/Kimps	amount	amount20/Kimps	avg20	mean	median	max	mode
Blue.banner	490	757	486100	0.763	0.573	NA	1.008	14.96	7272.45	10.31	10.232	14.842	10	500	5
Gold.banner	563	822	484600	0.696	0.593	NA	1.162	18.39	8912.55	12.23	10.531	15.83	10	157.28	5
