"test_id","value","campaign","screenshot","extra.screenshot.1","extra.screenshot.2","testname"
"1366653417","""Second.column.text.:""""if.everyone.reading.this.gave.$10""""""","C12_iwpenUS_FR","http://i.imgur.com/dtgLMV5.png",NA,NA,"1366653417var"
"1366653417","""Second.column.text:.""""if.everyone.reading.this.gave.$5""""""","C12_iwpenUS_FR","http://i.imgur.com/KVzyPMG.png",NA,NA,"1366653417var"
