"test_id","value","campaign","screenshot","extra.screenshot.1","extra.screenshot.2","testname"
"1369214662","WMFJA022",NA,"http://dumps.wikimedia.org/fundraising/screenshots/2010/Big%20Reporting%20Landing%20Page%20Screen%20Shots/WMFJA022%3aen%3aUS%20-%20Wikimedia%20Foundation_1297105042062.png",NA,NA,"1369214662landing"
"1369214662","WMFJA023",NA,"http://dumps.wikimedia.org/fundraising/screenshots/2010/Big%20Reporting%20Landing%20Page%20Screen%20Shots/WMFJA023%3aen%3aUS%20-%20Wikimedia%20Foundation_1297105056113.png",NA,NA,"1369214662landing"
