"test_id","value","campaign","screenshot","extra_screenshot_1","extra_screenshot_2","testname"
"B13_1004_revisited","best.of.2012",NA,"http://wikitoy.s3.amazonaws.com/screenshots/B13_1004_revisited2012_enUS.png",NA,NA,"B13_1004_revisited"
"B13_1004_revisited","best.of.2013.(so.far)",NA,"http://wikitoy.s3.amazonaws.com/screenshots/B13_1004_revisited2013_dr_enUS.png",NA,NA,"B13_1004_revisited"
