"test_id","var","multiple","country","language","winner","loser","bestguess","p","lowerbound","upperbound","totalimpressions","totaldonations","time","type","testname","dollarimprovement","dollarlower","dollarupper","dollarimprovementpct","dollarlowerpct","dollarupperpct"
"B13_0930_mobile","mobile","0","YY","yy","Ask.box.scrolls.down.with.you","Ask.box.stays.ontop.of.page",304,1.6e-08,236,373,744500,91,1380543060,"banner","B13_0930_mobile",0.00182,0.00106,0.00259,315,183,447
