name	dons	clicks	imps	amazon%	cc%	paypal%	don/Kimps	$/Kimps	amount	amount20/Kimps	avg20	mean	median	max	mode
Notherm	447	680	2667857	NA	0.574	NA	0.168	3.26	8698.5	2.34	13.99	19.46	10	250	10
Therm	480	783	2668052	NA	0.556	NA	0.18	3.34	8903.5	2.41	13.414	18.549	10	100	10
