name	dons	clicks	imps	amazon%	cc%	paypal%	don/Kimps	$/Kimps	amount	amount20/Kimps	avg20	mean	median	max	mode
bark.arms	137	203	466694	NA	0.586	NA	0.294	7.14	3332	4.65	15.854	24.321	20	100	10
green.background	166	225	466579	NA	0.602	NA	0.356	10.14	4732	5.46	15.343	28.506	20	500	10
