"test_id","var","multiple","country","language","winner","loser","bestguess","p","lowerbound","upperbound","totalimpressions","totaldonations","time","type","testname","dollarimprovement","dollarlower","dollarupper","dollarimprovementpct","dollarlowerpct","dollarupperpct","campaign"
"1369231766","banner","0","YY","yy","goma","kartika",0.721,0.96,-9.75,11.2,18324985,605,1291228200,"banner","1369231766banner",-8.86e-06,-0.000247,0.00023,-0.85,-23.7,22,NA
