name	dons	clicks	imps	amazon%	cc%	paypal%	don/Kimps	$/Kimps	amount	amount20/Kimps	avg20	mean	median	max	mode
goma	297	873	8962989	NA	0.273	NA	0.033	1.03	9262.96	0.59	17.926	31.188	20	250	20
kartika	308	789	9361996	NA	0.284	NA	0.033	1.04	9758.23	0.57	17.355	31.683	20	250	20
