name	dons	clicks	imps	amazon%	cc%	paypal%	don/Kimps	$/Kimps	amount	amount20/Kimps	avg20	mean	median	max	mode
black	16	26	183600	NA	0.467	NA	0.087	1.8	330.22	1.17	13.438	20.639	15	50.22	5
darkblue	69	89	188300	NA	0.714	NA	0.366	7.97	1501	5.13	14	21.754	20	250	10
