name	dons	clicks	imps	amazon%	cc%	paypal%	don/Kimps	$/Kimps	amount	amount20/Kimps	avg20	mean	median	max	mode
bark.arms	137	203	466694	NA	0.586	NA	0.294	7.14	3332	4.65	15.854	24.321	20	100	10
office	88	144	466207	NA	0.458	NA	0.189	4.98	2322.77	3.01	15.941	26.395	20	250	20
