"test_id","value","campaign","screenshot","extra.screenshot.1","extra.screenshot.2","testname"
"1369125792","bark.arms","C11_1113_JBT_US","http://dumps.wikimedia.org/fundraising/screenshots/2011/2011-11-13/2011-11-13%20Jimmy%20banner%20testathon/B11_Foundation_Jimmy_barkarms_US.png",NA,NA,"1369125792banner"
"1369125792","office","C11_1113_JBT_US","http://dumps.wikimedia.org/fundraising/screenshots/2011/2011-11-13/2011-11-13%20Jimmy%20banner%20testathon/B11_1113_bt1_US.png",NA,NA,"1369125792banner"
