name	dons	clicks	imps	amazon%	cc%	paypal%	don/Kimps	$/Kimps	amount	amount20/Kimps	avg20	mean	median	max	mode
Jelly/Megan	154	410	61291	NA	0.281	NA	2.513	72.65	4453	43.45	17.292	28.916	20	100	20
OMP	141	384	61777	NA	0.294	NA	2.282	104.8	6474	41.02	17.972	45.915	20	2500	20
