name	dons	clicks	imps	amazon%	cc%	paypal%	don/Kimps	$/Kimps	amount	amount20/Kimps	avg20	mean	median	max	mode
$5.3.line,.please.help	198	291	899170	NA	0.625	NA	0.22	3.69	3317.96	2.47	11.202	16.757	10	100	5
Control-.urgent	74	127	912726	NA	0.54	NA	0.081	2.68	2445	1.47	18.176	33.041	20	150	20
