"test_id","value","campaign","screenshot","extra.screenshot.1","extra.screenshot.2","testname"
"1369208242","Control-.urgent",NA,"http://dumps.wikimedia.org/fundraising/screenshots/2010/Big%20Reporting%20Banner%20Screen%20Shots/20101223_JA028A_US.png","http://dumps.wikimedia.org/fundraising/screenshots/2010/Big%20Reporting%20Landing%20Page%20Screen%20Shots/WMFJA051%3aen%3aUS%20-%20Wikimedia%20Foundation_1297104064923.png",NA,"1369208242combo"
"1369208242","$5.3.line,.please.help",NA,"http://dumps.wikimedia.org/fundraising/screenshots/2010/Big%20Reporting%20Banner%20Screen%20Shots/20101227_JA061_US.png","http://dumps.wikimedia.org/fundraising/screenshots/2010/Big%20Reporting%20Landing%20Page%20Screen%20Shots/WMFJA060%3aen%3aCA%20-%20Wikimedia%20Foundation_1297102894867.png",NA,"1369208242combo"
