"test_id","value","campaign","screenshot","extra.screenshot.1","extra.screenshot.2","testname"
"1369230968","control",NA,"http://dumps.wikimedia.org/fundraising/screenshots/2010/Screen%20Shots%20%26%20Fundraiser%20Graphics/Big%20Reporting%20Banner%20Screen%20Shots/20101202_CN001_EN.png","http://dumps.wikimedia.org/fundraising/screenshots/2010/Screen%20Shots%20%26%20Fundraiser%20Graphics/Big%20Reporting%20Landing%20Page%20Screen%20Shots/WMFJA1%3aen%20-%20Wikimedia%20Foundation_1297105556178.png",NA,"1369230968combo"
"1369230968","Lila",NA,"http://i.imgur.com/6TeO7na.png","http://dumps.wikimedia.org/fundraising/screenshots/2010/Screen%20Shots%20%26%20Fundraiser%20Graphics/Big%20Reporting%20Landing%20Page%20Screen%20Shots/WMFLA002%3aen%20-%20Wikimedia%20Foundation_1297106592930.png",NA,"1369230968combo"
