"test_id","value","campaign","screenshot","extra_screenshot_1","extra_screenshot_2","testname"
"B13_1016_mobile_txt","short.message",NA,"http://i.imgur.com/Bma244T.jpg",NA,NA,"B13_1016_mobile_txt"
"B13_1016_mobile_txt","longer.message.(with.highlight)",NA,"http://i.imgur.com/uEbkzZo.jpg",NA,NA,"B13_1016_mobile_txt"
