"test_id","var","multiple","country","language","winner","loser","bestguess","p","lowerbound","upperbound","totalimpressions","totaldonations","time","type","testname","dollarimprovement","dollarlower","dollarupper","dollarimprovementpct","dollarlowerpct","dollarupperpct","campaign"
"1379335986","photo","0","US","yy","yellow","green",9.02,0.67,-13.8,31.8,3948449,140,1324052040,"banner","1379335986photo",5.93e-05,-0.000439,0.000557,5.89,-43.5,55.3,NA
