"test_id","value","campaign","screenshot","extra.screenshot.1","extra.screenshot.2","testname"
"1379335986","yellow","C11_1216_AIp","http://i.imgur.com/2QxcjR7.png",NA,NA,"1379335986photo"
"1379335986","green","C11_1216_AIp","http://i.imgur.com/ETA9Grx.png",NA,NA,"1379335986photo"
