name	dons	clicks	imps	amazon%	cc%	paypal%	don/Kimps	$/Kimps	amount	amount20/Kimps	avg20	mean	median	max	mode
Jimmy	104	196	406600	NA	0.451	NA	0.256	4.81	1956.78	3.27	12.771	18.815	10.22	102.16	10
top.blue	309	568	401900	NA	0.383	NA	0.769	10.07	4046.52	7.44	9.675	13.096	7.81	255.4	5
