name	dons	clicks	imps	amazon%	cc%	paypal%	don/Kimps	$/Kimps	amount	amount20/Kimps	avg20	mean	median	max	mode
black	691	1133	6333285	NA	0.5	NA	0.109	2.66	16832.27	1.62	14.815	24.359	20	250	20
blue	718	1173	6309049	NA	0.503	NA	0.114	4.24	26779.22	1.65	14.47	37.297	20	10000	20
