"test_id","value","campaign","screenshot","extra.screenshot.1","extra.screenshot.2","testname"
"1369213022","black",NA,"http://dumps.wikimedia.org/fundraising/screenshots/2010/Screen%20Shots%20%26%20Fundraiser%20Graphics/Big%20Reporting%20Banner%20Screen%20Shots/20101217_JA023A_US.png",NA,NA,"1369213022shirtcolor"
"1369213022","blue",NA,"http://dumps.wikimedia.org/fundraising/screenshots/2010/Screen%20Shots%20%26%20Fundraiser%20Graphics/Big%20Reporting%20Banner%20Screen%20Shots/20101217_JA027A_US.png",NA,NA,"1369213022shirtcolor"
