name	dons	clicks	imps	amazon%	cc%	paypal%	don/Kimps	$/Kimps	amount	amount20/Kimps	avg20	mean	median	max	mode
red	3159	4346	1564800	0.761	0.623	NA	2.019	30.41	47578.63	21.24	10.523	15.061	10	503.3	5
yellow	2836	3792	1595500	0.777	0.662	NA	1.778	26.16	41731.08	18.89	10.629	14.715	10	500	5
