"test_id","value","campaign","screenshot","extra.screenshot.1","extra.screenshot.2","testname"
"1379335791","red","C12_en5C_FR","http://i.imgur.com/CdjyR1d.png",NA,NA,"1379335791color"
"1379335791","yellow","C12_en5C_FR","http://i.imgur.com/jnjHxGs.png",NA,NA,"1379335791color"
