"test_id","var","multiple","country","language","winner","loser","bestguess","p","lowerbound","upperbound","totalimpressions","totaldonations","time","type","testname","dollarimprovement","dollarlower","dollarupper","dollarimprovementpct","dollarlowerpct","dollarupperpct"
"B13_0726_frm","bannerstyle","0","YY","yy","Goldenrod.color","Funky.colors",40.8,0.094,11.3,70.3,76400,111,1375364220,"banner","B13_0726_frm",0.00285,-0.00756,0.0133,17.1,-45.3,79.5
