name	dons	clicks	imps	amazon%	cc%	paypal%	don/Kimps	$/Kimps	amount	amount20/Kimps	avg20	mean	median	max	mode
Funky.colors	44	64	36700	0.778	0.474	0.788	1.199	16.68	612.16	11.25	9.384	13.913	6.3	90.14	3
Goldenrod.color	67	98	39700	0.643	0.514	0.87	1.688	19.53	775.45	15.25	9.036	11.574	5	50	5
