name	dons	clicks	imps	amazon%	cc%	paypal%	don/Kimps	$/Kimps	amount	amount20/Kimps	avg20	mean	median	max	mode
$10,.$20,.$35	182	306	10222	NA	0.541	NA	17.805	611.04	6246	306.2	17.198	34.319	20	1000	20
$20,.$35,.$50	65	112	4737	NA	0.564	NA	13.722	385.69	1827	242.14	17.646	28.108	20	100	20
