name	dons	clicks	imps	amazon%	cc%	paypal%	don/Kimps	$/Kimps	amount	amount20/Kimps	avg20	mean	median	max	mode
600000	44	137	6990	NA	0.506	NA	6.295	188.98	1321	110.87	17.614	30.023	20	101	20
one.in.1000	57	162	6751	NA	0.556	NA	8.443	240.56	1624	144.27	17.088	28.491	20	100	20
