"test_id","value","campaign","screenshot","extra.screenshot.1","extra.screenshot.2","testname"
"1379021382","medium","C11_1114_CFLFKS_US","http://i.imgur.com/7Q5d01q.png",NA,NA,"1379021382width"
"1379021382","skinny","C11_1114_CFLFKS_US","http://i.imgur.com/DdYLTTu.png",NA,NA,"1379021382width"
