name	dons	clicks	imps	amazon%	cc%	paypal%	don/Kimps	$/Kimps	amount	amount20/Kimps	avg20	mean	median	max	mode
CIF	270	392	9399	NA	0.617	NA	28.727	587.3	5520	348.97	12.148	20.444	10	250	5
GS	247	365	9172	NA	0.571	NA	26.93	529.87	4860	336.35	12.49	19.676	10	250	10
