"test_id","value","campaign","screenshot","extra.screenshot.1","extra.screenshot.2","testname"
"1379244338","nouseful","C12_iwpenGB_FR","http://i.imgur.com/sd4tlo4.png",NA,NA,"1379244338useful"
"1379244338","useful","C12_iwpenGB_FR","http://i.imgur.com/D5gmXD9.png",NA,NA,"1379244338useful"
