name	dons	clicks	imps	amazon%	cc%	paypal%	don/Kimps	$/Kimps	amount	amount20/Kimps	avg20	mean	median	max	mode
nouseful	708	953	616900	NA	0.614	NA	1.148	18.42	11365.89	13.51	11.77	16.054	8.01	320.52	5
useful	822	1128	631600	NA	0.601	NA	1.302	21.6	13642.02	15.4	11.833	16.596	8.01	320.52	5
