"test_id","var","multiple","country","language","winner","loser","bestguess","p","lowerbound","upperbound","totalimpressions","totaldonations","time","type","testname","dollarimprovement","dollarlower","dollarupper","dollarimprovementpct","dollarlowerpct","dollarupperpct","campaign"
"1369213142","bolding","1","YY","yy","allbold","allbold.(twin)",5.8,0.56,-6.04,17.6,5476268,498,1292630100,"banner","1369213142bolding",-0.00061,-0.00161,0.000393,-21.9,-58,14.1,NA
