name	dons	clicks	imps	amazon%	cc%	paypal%	don/Kimps	$/Kimps	amount	amount20/Kimps	avg20	mean	median	max	mode
allbold	253	411	2704969	NA	0.505	NA	0.094	2.17	5869	1.34	14.316	23.198	20	250	20
allbold.(twin)	245	420	2771299	NA	0.524	NA	0.088	2.78	7702.36	1.33	15.014	31.438	20	1000	20
