name	dons	clicks	imps	amazon%	cc%	paypal%	don/Kimps	$/Kimps	amount	amount20/Kimps	avg20	mean	median	max	mode
20101208_SA001D_US	379	752	6997330	NA	0.434	NA	0.054	1.7	11865	1.01	18.578	31.306	20	250	20
2010_JA1_Banner3_Control_US	27	47	526086	NA	0.482	NA	0.051	1.33	700	0.89	17.407	25.926	20	50	20
