name	dons	clicks	imps	amazon%	cc%	paypal%	don/Kimps	$/Kimps	amount	amount20/Kimps	avg20	mean	median	max	mode
green	879	1200	574500	0.733	0.643	NA	1.53	24.47	14058.41	16.72	10.93	15.994	10	500	5
red	1051	1403	552800	0.794	0.658	NA	1.901	30.88	17070.95	21.01	11.048	16.243	10	320.38	5
