"test_id","value","campaign","screenshot","extra_screenshot_1","extra_screenshot_2","testname"
"B13_1202_mb","Lower.string.(3,5,10,.20,50,100)",NA,"http://i.imgur.com/co7xK5k.png",NA,NA,"B13_1202_mb"
"B13_1202_mb","Higher.string.(3,10,.20,.30,.50,100)",NA,"http://i.imgur.com/VcSAIdD.png",NA,NA,"B13_1202_mb"
