name	dons	clicks	imps	amazon%	cc%	paypal%	don/Kimps	$/Kimps	amount	amount20/Kimps	avg20	mean	median	max	mode
Higher.string.(3,10,.20,.30,.50,100)	3845	7716	6546600	0.509	NA	0.491	0.587	5.14	33639	4.24	7.227	8.749	3	100	3
Lower.string.(3,5,10,.20,50,100)	3948	7786	6598200	0.518	NA	0.499	0.598	4.68	30885	3.96	6.622	7.823	5	100	3
