name	dons	clicks	imps	amazon%	cc%	paypal%	don/Kimps	$/Kimps	amount	amount20/Kimps	avg20	mean	median	max	mode
meant.to.be.shared	79	267	35882	NA	0.21	NA	2.202	50.28	1803.98	31.32	14.228	22.835	20	150	20
sad.feeling	111	298	35968	NA	0.294	NA	3.086	78.18	2812.07	49.13	15.92	25.334	20	150	20
