"test_id","var","multiple","country","language","winner","loser","bestguess","p","lowerbound","upperbound","totalimpressions","totaldonations","time","type","testname","dollarimprovement","dollarlower","dollarupper","dollarimprovementpct","dollarlowerpct","dollarupperpct","campaign"
"1366633266","DblinCntrl","0","NL","nl","Cntrl","Dblin",27.2,1.9e-10,21.8,32.7,4947800,2831,1362721200,"banner","1366633266DblinCntrlNLnl",0.00354,0.00255,0.00452,49.3,35.6,63,NA
