"test_id","value","campaign","screenshot","extra.screenshot.1","extra.screenshot.2","testname"
"1379000427","lightblue","C12_0629_colors2_FR","http://i.imgur.com/deJ9OCv.png",NA,NA,"1379000427color"
"1379000427","black","C12_0629_colors2_FR","http://i.imgur.com/7tOz063.png",NA,NA,"1379000427color"
