name	dons	clicks	imps	amazon%	cc%	paypal%	don/Kimps	$/Kimps	amount	amount20/Kimps	avg20	mean	median	max	mode
green	291	382	907432	NA	0.718	NA	0.321	8.53	7740.37	4.02	12.527	26.599	10	500	5
white	445	605	909704	NA	0.705	NA	0.489	12.14	11047	6.45	13.196	24.825	10	500	5
