name	dons	clicks	imps	amazon%	cc%	paypal%	don/Kimps	$/Kimps	amount	amount20/Kimps	avg20	mean	median	max	mode
Blue.banner.with.no.text	36	81	325200	NA	0.256	NA	0.111	1.39	452.13	1.13	10.173	12.559	7.25	64.68	5
Blue.banner.with.text	334	663	326600	NA	0.362	NA	1.023	14.38	4697.09	11.53	11.273	14.063	8.69	75.35	5
