name	dons	clicks	imps	amazon%	cc%	paypal%	don/Kimps	$/Kimps	amount	amount20/Kimps	avg20	mean	median	max	mode
Exclamation	571	1082	1196900	0.6	0.392	NA	0.477	7.52	8996.42	5.53	11.591	15.756	9.76	106.21	10
No.exclamation	577	1173	1139000	0.8	0.382	NA	0.507	7.74	8810.69	5.63	11.117	15.27	9.76	200	10
