name	dons	clicks	imps	amazon%	cc%	paypal%	don/Kimps	$/Kimps	amount	amount20/Kimps	avg20	mean	median	max	mode
Jimmy	171	332	2972640	NA	0.482	NA	0.058	1.91	5681.92	1.01	17.523	33.228	20	1000	20
Kartika	1772	4189	43927846	NA	0.318	NA	0.04	1.15	50666.35	0.68	16.861	28.593	20	500	20
