"test_id","value","campaign","screenshot","extra_screenshot_1","extra_screenshot_2","testname"
"B13_0706_inart","Appeal.is.in.the.article",NA,"http://i.imgur.com/dwnGsDF.png","http://i.imgur.com/I7WgvT1.png",NA,"B13_0706_inart"
"B13_0706_inart","Appeal.is.a.banner.up.top",NA,"http://wikitoy.s3.amazonaws.com/screenshots/B13_0706_inart_tpart.png",NA,NA,"B13_0706_inart"
