name	dons	clicks	imps	amazon%	cc%	paypal%	don/Kimps	$/Kimps	amount	amount20/Kimps	avg20	mean	median	max	mode
Appeal.is.a.banner.up.top	261	349	120500	NA	0.643	0.831	2.166	28.64	3451.56	20.36	9.4	13.224	7.49	100	5
Appeal.is.in.the.article	95	156	263700	NA	0.482	0.761	0.36	5.12	1350.48	3.94	10.934	14.216	9.48	50	3
