"test_id","var","multiple","country","language","winner","loser","bestguess","p","lowerbound","upperbound","totalimpressions","totaldonations","time","type","testname","dollarimprovement","dollarlower","dollarupper","dollarimprovementpct","dollarlowerpct","dollarupperpct"
"B13_0706_inart","position","0","YY","yy","Appeal.is.a.banner.up.top","Appeal.is.in.the.article",501,9.9e-65,452,551,384200,356,1373104620,"banner","B13_0706_inart",0.0235,0.0176,0.0294,459,345,574
